LEFT,RIGHT,DIFF,TrialLabel
2473.645313,2179.415625,-534.4171875,
2473.645313,2179.415625,-533.559375,
2473.645313,2179.415625,-533.559375,
2473.645313,2179.415625,-533.8453125,
2473.645313,2179.9875,-534.13125,
2473.645313,2180.559375,-534.9890625,
2473.645313,2181.417188,-535.5609375,
2473.645313,2182.560938,-535.846875,
2473.645313,2183.990625,-536.1328125,
2473.645313,2185.420313,-536.1328125,
2473.645313,2186.85,-535.5609375,
2473.645313,2188.279688,-534.9890625,
2473.645313,2189.709375,-533.8453125,
2473.645313,2190.853125,-532.415625,
2473.645313,2191.710938,-531.271875,
2473.645313,2192.56875,-529.8421875,
2473.645313,2192.854688,-528.6984375,
2473.645313,2192.854688,-528.1265625,
2473.645313,2192.56875,-528.1265625,
2473.645313,2192.282813,-528.4125,
2473.645313,2191.996875,-528.984375,
2473.645313,2191.710938,-530.128125,
2473.645313,2191.710938,-531.5578125,
2473.645313,2191.996875,-532.9875,
2473.645313,2192.56875,-534.13125,
2473.645313,2193.998438,-534.703125,
2473.645313,2195.428125,-534.9890625,
2473.645313,2197.14375,-534.9890625,
2473.645313,2198.859375,-534.4171875,
2473.645313,2200.575,-533.8453125,
2473.645313,2202.290625,-532.7015625,
2473.645313,2203.148438,-532.1296875,
2473.645313,2203.720313,-531.84375,
2473.645313,2203.434375,-532.1296875,
2473.645313,2202.8625,-533.2734375,
2473.645313,2202.004688,-534.703125,
2473.645313,2201.146875,-536.7046875,
2473.645313,2200.289063,-538.9921875,
2473.645313,2199.717188,-541.2796875,
2473.645313,2199.717188,-543.5671875,
2473.645313,2200.289063,-545.2828125,
2473.645313,2201.71875,-545.8546875,
2473.645313,2203.434375,-546.4265625,
2473.645313,2205.721875,-545.56875,
2473.645313,2208.295313,-544.425,
2473.645313,2210.86875,-542.4234375,
2473.645313,2212.870313,-540.7078125,
2473.645313,2214.3,-539.278125,
2473.645313,2215.157813,-538.134375,
2473.645313,2215.157813,-537.8484375,
2473.645313,2214.871875,-537.8484375,
2473.645313,2213.728125,-538.9921875,
2473.645313,2212.584375,-540.7078125,
2473.645313,2211.154688,-542.709375,
2473.645313,2210.296875,-544.7109375,
2473.645313,2210.010938,-546.140625,
2473.645313,2210.296875,-546.9984375,
2473.645313,2211.440625,-546.9984375,
2473.645313,2213.15625,-546.4265625,
2473.645313,2215.44375,-544.996875,
2473.645313,2218.303125,-542.9953125,
2473.645313,2221.1625,-540.7078125,
2473.645313,2223.735938,-538.4203125,
2473.645313,2226.309375,-536.41875,
2473.645313,2228.596875,-534.4171875,
2473.645313,2230.026563,-533.559375,
2473.645313,2231.170313,-532.9875,
2473.645313,2231.742188,-532.9875,
2473.645313,2231.742188,-533.559375,
2473.645313,2231.45625,-534.4171875,
2473.645313,2231.170313,-534.9890625,
2473.645313,2230.598438,-535.846875,
2473.645313,2230.3125,-535.846875,
2473.645313,2230.026563,-536.1328125,
2473.645313,2230.3125,-535.846875,
2473.645313,2230.598438,-535.5609375,
2473.645313,2231.170313,-535.5609375,
2473.645313,2232.028125,-535.846875,
2473.645313,2232.885938,-536.41875,
2473.645313,2233.74375,-537.2765625,
2473.645313,2234.601563,-538.70625,
2473.645313,2235.459375,-540.1359375,
2473.645313,2236.03125,-541.8515625,
2473.645313,2236.03125,-543.853125,
2473.645313,2235.745313,-545.2828125,
2473.645313,2235.459375,-546.4265625,
2473.645313,2234.601563,-547.284375,
2473.645313,2233.74375,-547.5703125,
2473.645313,2232.885938,-547.284375,
2473.645313,2232.314063,-546.9984375,
2473.645313,2232.028125,-546.7125,
2473.645313,2232.028125,-546.7125,
2473.645313,2232.885938,-546.7125,
2473.645313,2234.029688,-546.9984375,
2473.645313,2235.745313,-547.85625,
2473.645313,2237.746875,-549.2859375,
2473.645313,2240.320313,-550.4296875,
2473.645313,2242.89375,-551.2875,
2473.645313,2245.18125,-552.43125,
2473.645313,2247.182813,-553.2890625,
2473.645313,2248.898438,-553.2890625,
2473.645313,2249.75625,-553.003125,
2473.645313,2249.75625,-553.003125,
2473.645313,2248.898438,-552.7171875,
2473.645313,2246.896875,-552.7171875,
2473.645313,2244.0375,-553.2890625,
2473.645313,2240.320313,-554.146875,
2473.645313,2235.459375,-556.1484375,
2473.645313,2229.740625,-558.721875,
2473.645313,2223.164063,-561.58125,
2473.645313,2215.729688,-565.2984375,
2473.645313,2207.723438,-569.015625,
2473.645313,2199.43125,-572.446875,
2473.645313,2190.853125,-575.5921875,
2473.645313,2182.275,-578.165625,
2473.645313,2174.554688,-580.1671875,
2473.645313,2167.692188,-581.3109375,
2473.645313,2162.259375,-581.596875,
2473.645313,2158.828125,-581.3109375,
2473.645313,2157.398438,-580.7390625,
2473.645313,2158.25625,-579.5953125,
2473.645313,2161.6875,-578.165625,
2473.645313,2167.120313,-576.7359375,
2473.645313,2174.840625,-574.734375,
2473.645313,2183.990625,-573.01875,
2473.645313,2194.284375,-571.0171875,
2473.645313,2205.15,-569.015625,
2473.645313,2216.015625,-566.728125,
2473.645313,2226.309375,-564.7265625,
2473.645313,2235.745313,-563.0109375,
2473.645313,2244.0375,-561.2953125,
2473.645313,2250.614063,-560.4375,
2473.645313,2256.046875,-559.865625,
2473.645313,2259.478125,-560.4375,
2473.645313,2261.765625,-561.58125,
2473.645313,2262.909375,-563.296875,
2473.645313,2262.623438,-565.584375,
2473.645313,2261.479688,-568.44375,
2473.645313,2259.764063,-570.73125,
2473.645313,2257.190625,-573.3046875,
2473.645313,2254.33125,-575.30625,
2473.645313,2251.185938,-576.45,
2473.645313,2248.040625,-577.021875,
2473.645313,2244.895313,-577.3078125,
2473.645313,2242.035938,-576.7359375,
2473.645313,2239.748438,-575.878125,
2473.645313,2238.032813,-574.734375,
2473.645313,2237.175,-573.8765625,
2473.645313,2237.175,-572.7328125,
2473.645313,2237.746875,-572.446875,
2473.645313,2239.176563,-571.875,
2473.645313,2240.892188,-571.875,
2473.645313,2242.89375,-571.875,
2473.645313,2244.609375,-572.1609375,
2473.645313,2246.325,-572.1609375,
2473.645313,2247.46875,-572.1609375,
2473.645313,2248.040625,-571.5890625,
2473.645313,2248.040625,-571.303125,
2473.645313,2247.46875,-570.73125,
2473.645313,2246.610938,-569.8734375,
2473.645313,2245.467188,-569.5875,
2473.645313,2244.609375,-569.3015625,
2473.645313,2243.751563,-569.5875,
2473.645313,2243.465625,-569.8734375,
2473.645313,2243.465625,-571.0171875,
2473.645313,2243.751563,-572.446875,
2473.645313,2244.609375,-574.1625,
2473.645313,2245.753125,-575.5921875,
2473.645313,2246.896875,-577.021875,
2473.645313,2247.754688,-578.7375,
2473.645313,2248.6125,-579.5953125,
2473.645313,2248.898438,-580.7390625,
2473.645313,2249.184375,-581.025,
2473.645313,2248.898438,-581.3109375,
2473.645313,2248.326563,-581.596875,
2473.645313,2248.040625,-581.3109375,
2473.645313,2247.46875,-581.596875,
2473.645313,2247.182813,-581.596875,
2473.645313,2247.182813,-581.8828125,
2473.645313,2247.46875,-582.16875,
2473.645313,2247.754688,-582.4546875,
2473.645313,2248.326563,-583.0265625,
2473.645313,2248.898438,-583.3125,
2473.645313,2249.75625,-583.3125,
2473.645313,2250.042188,-583.5984375,
2473.645313,2250.614063,-583.5984375,
2473.645313,2250.9,-583.5984375,
2473.645313,2251.185938,-583.5984375,
