LEFT,RIGHT,DIFF,TrialLabel
324.253125,337.40625,13.153125,Trial_1_Target_L_Response_L_n_13
322.5375,337.1203125,14.5828125,
320.25,336.2625,16.0125,
318.534375,334.8328125,16.2984375,
317.1046875,333.6890625,16.584375,
316.5328125,332.5453125,16.0125,
317.1046875,331.6875,14.5828125,
318.8203125,331.4015625,12.58125,
321.6796875,331.6875,10.0078125,
325.396875,332.5453125,7.1484375,
329.6859375,334.2609375,4.57499999999999,
334.2609375,335.9765625,1.71562499999999,
338.2640625,337.978125,-0.285937499999989,
341.409375,339.69375,-1.71562499999999,
343.125,340.8375,-2.28749999999997,
343.4109375,341.1234375,-2.28749999999997,
342.2671875,340.8375,-1.4296875,
339.4078125,339.4078125,0,
335.690625,337.40625,1.71562499999999,
331.4015625,335.11875,3.71718750000002,
327.1125,332.259375,5.14687500000002,
322.8234375,329.6859375,6.86250000000001,
319.678125,327.3984375,7.72031249999998,
317.390625,325.96875,8.578125,
316.246875,325.1109375,8.86406250000005,
316.246875,325.1109375,8.86406250000005,
317.1046875,325.6828125,8.578125,
318.534375,327.1125,8.578125,
320.5359375,328.828125,8.29218750000001,
322.5375,330.54375,8.00624999999997,
324.5390625,332.259375,7.72031250000003,
326.2546875,333.6890625,7.43437500000005,
327.3984375,334.8328125,7.43437499999999,
327.9703125,335.4046875,7.43437499999999,
328.25625,335.690625,7.43437499999999,
327.9703125,335.4046875,7.43437499999999,
327.3984375,334.8328125,7.43437499999999,
326.540625,334.2609375,7.72031249999998,
325.396875,333.403125,8.00624999999997,
323.68125,332.259375,8.578125,
321.965625,331.115625,9.15000000000003,
319.9640625,329.971875,10.0078125,
317.6765625,328.828125,11.1515625,
315.3890625,327.684375,12.2953125,
313.1015625,326.540625,13.4390625,
311.1,325.1109375,14.0109375,
309.6703125,323.9671875,14.296875,
309.0984375,323.109375,14.0109375,
309.6703125,322.5375,12.8671875,
311.1,322.2515625,11.1515625,
313.3875,322.8234375,9.43593750000002,
316.81875,323.68125,6.86250000000001,
321.1078125,325.1109375,4.00312500000001,
325.396875,326.8265625,1.4296875,
329.971875,328.828125,-1.14375000000001,
333.975,331.115625,-2.859375,
337.1203125,333.1171875,-4.00312500000001,
339.69375,334.546875,-5.14687500000002,
341.409375,335.690625,-5.71875,
341.98125,336.5484375,-5.43281249999995,
341.98125,336.834375,-5.14687499999997,
341.409375,336.5484375,-4.86093749999998,
340.8375,335.9765625,-4.86093750000003,
340.5515625,335.4046875,-5.14687499999997,
340.8375,335.11875,-5.71875,
341.98125,334.8328125,-7.1484375,
343.696875,335.11875,-8.578125,
346.55625,335.9765625,-10.5796875,
349.7015625,337.1203125,-12.58125,
352.846875,338.2640625,-14.5828125,
356.278125,339.9796875,-16.2984375,
359.1375,341.6953125,-17.4421875,
361.425,343.125,-18.3,
362.8546875,344.5546875,-18.3,
363.4265625,345.4125,-18.0140625,
363.140625,345.984375,-17.15625,
362.2828125,346.55625,-15.7265625,
361.425,346.55625,-14.86875,
360.28125,346.55625,-13.725,
359.4234375,346.2703125,-13.153125,
358.8515625,345.984375,-12.8671875,
358.8515625,345.6984375,-13.153125,
359.1375,344.840625,-14.296875,
359.709375,343.9828125,-15.7265625,
360.28125,342.553125,-17.728125,
360.28125,340.8375,-19.44375,
359.709375,338.8359375,-20.8734375,
358.2796875,336.2625,-22.0171875,
355.9921875,333.403125,-22.5890625,
353.1328125,330.54375,-22.5890625,
349.415625,327.9703125,-21.4453125,
345.984375,325.96875,-20.015625,
342.553125,324.5390625,-18.0140625,
340.265625,324.253125,-16.0125,
338.8359375,325.1109375,-13.725,
338.8359375,326.8265625,-12.009375,
340.265625,329.6859375,-10.5796875,
342.8390625,333.403125,-9.43593750000002,
345.984375,337.1203125,-8.86406249999999,
349.9875,341.1234375,-8.86406249999999,
353.41875,344.5546875,-8.86406249999999,
356.278125,347.4140625,-8.86406249999999,
358.2796875,349.1296875,-9.15000000000003,
358.565625,349.7015625,-8.86406249999999,
357.421875,349.415625,-8.00624999999997,
355.134375,347.7,-7.43437500000005,
351.9890625,345.6984375,-6.29062499999998,
348.271875,342.8390625,-5.43281250000001,
344.840625,339.9796875,-4.86093749999998,
342.2671875,337.40625,-4.86093750000003,
340.5515625,335.11875,-5.43281249999995,
340.5515625,333.6890625,-6.86249999999995,
341.6953125,333.403125,-8.29218750000001,
344.5546875,333.6890625,-10.865625,
348.271875,334.8328125,-13.4390625,
352.275,336.834375,-15.440625,
356.5640625,339.121875,-17.4421875,
360.28125,341.98125,-18.3,
363.140625,344.5546875,-18.5859375,
364.85625,347.128125,-17.728125,
365.428125,349.415625,-16.0125,
364.284375,351.13125,-13.153125,
362.56875,352.275,-10.29375,
359.709375,352.846875,-6.86250000000001,
356.85,352.846875,-4.00312500000001,
353.990625,352.275,-1.71562499999999,
351.4171875,351.703125,0.285937499999989,
349.415625,350.559375,1.14374999999995,
348.271875,349.7015625,1.4296875,
348.271875,348.84375,0.571874999999977,
348.84375,348.5578125,-0.285937499999989,
350.2734375,348.271875,-2.00156249999998,
352.275,348.84375,-3.43125000000003,
354.5625,349.7015625,-4.86093749999998,
357.1359375,350.8453125,-6.29062499999998,
359.709375,352.275,-7.43437499999999,
362.2828125,353.990625,-8.29218750000001,
364.5703125,355.4203125,-9.14999999999998,
366.571875,356.85,-9.72187500000001,
368.0015625,357.99375,-10.0078125,
369.1453125,358.565625,-10.5796875,
370.003125,358.8515625,-11.1515625,
370.2890625,358.2796875,-12.009375,
370.003125,357.421875,-12.58125,
369.7171875,356.278125,-13.4390625,
369.1453125,354.5625,-14.5828125,
368.2875,353.1328125,-15.1546875,
367.715625,351.703125,-16.0125,
367.14375,350.559375,-16.584375,
366.8578125,349.9875,-16.8703125,
366.8578125,349.7015625,-17.15625,
367.14375,349.7015625,-17.4421875,
368.2875,350.2734375,-18.0140625,
369.43125,351.13125,-18.3,
370.8609375,352.275,-18.5859375,
372.290625,353.1328125,-19.1578125,
373.7203125,353.7046875,-20.015625,
374.8640625,353.7046875,-21.159375,
375.4359375,352.846875,-22.5890625,
374.8640625,351.13125,-23.7328125,
373.7203125,347.9859375,-25.734375,
371.146875,343.9828125,-27.1640625,
367.4296875,338.55,-28.8796875,
362.8546875,331.6875,-31.1671875,
357.1359375,323.9671875,-33.16875,
350.559375,315.3890625,-35.1703125,
343.4109375,306.2390625,-37.171875,
335.9765625,296.803125,-39.1734375,
328.5421875,287.9390625,-40.603125,
321.965625,279.646875,-42.31875,
315.9609375,272.4984375,-43.4625,
311.3859375,267.3515625,-44.034375,
308.5265625,263.9203125,-44.60625,
307.3828125,263.0625,-44.3203125,
307.9546875,264.4921875,-43.4625,
310.2421875,268.4953125,-41.746875,
314.53125,274.2140625,-40.3171875,
320.25,281.934375,-38.315625,
326.8265625,291.084375,-35.7421875,
334.2609375,300.80625,-33.4546875,
341.98125,310.2421875,-31.7390625,
349.415625,319.3921875,-30.0234375,
356.278125,327.3984375,-28.8796875,
362.56875,333.975,-28.59375,
367.715625,339.121875,-28.59375,
371.71875,342.2671875,-29.4515625,
374.8640625,343.9828125,-30.88125,
377.1515625,344.26875,-32.8828125,
378.2953125,343.696875,-34.5984375,
379.153125,342.2671875,-36.8859375,
379.4390625,340.8375,-38.6015625,
379.725,339.4078125,-40.3171875,
379.4390625,338.55,-40.8890625,
379.4390625,337.978125,-41.4609375,
379.4390625,337.978125,-41.4609375,
379.153125,338.2640625,-40.8890625,
378.8671875,338.55,-40.3171875,
378.58125,339.121875,-39.459375,
378.2953125,339.69375,-38.6015625,
377.7234375,339.9796875,-37.74375,
377.1515625,339.69375,-37.4578125,
376.29375,339.121875,-37.171875,
375.4359375,338.2640625,-37.171875,
374.00625,337.1203125,-36.8859375,
372.5765625,335.4046875,-37.171875,
370.8609375,333.975,-36.8859375,
368.5734375,332.259375,-36.3140625,
366,330.54375,-35.45625,
363.140625,328.828125,-34.3125,
